"","age","gender","split","final"
"10780",33,"W","01:46:08","04:10:00"
"10781",40,"M","02:00:19","04:10:01"
"10782",29,"M","01:50:43","04:10:01"
"10783",38,"M","01:52:50","04:10:02"
"10784",31,"W","02:00:03","04:10:02"
"10785",58,"M","01:57:55","04:10:03"
"10786",57,"M","01:50:20","04:10:03"
"10787",21,"M","01:40:17","04:10:03"
"10788",40,"M","01:55:11","04:10:03"
"10789",39,"W","01:52:16","04:10:03"
"10790",36,"M","01:48:06","04:10:05"
"10791",21,"M","01:44:43","04:10:05"
"10792",30,"W","01:47:25","04:10:05"
"10793",29,"M","01:51:18","04:10:05"
"10794",32,"M","01:53:23","04:10:06"
"10795",47,"W","01:51:09","04:10:06"
"10796",36,"M","01:52:20","04:10:06"
"10797",26,"M","01:48:36","04:10:06"
"10798",42,"W","02:00:45","04:10:07"
"10799",38,"W","01:56:27","04:10:07"
"10800",38,"M","01:47:49","04:10:07"
"10801",40,"W","01:54:10","04:10:07"
"10802",27,"W","01:59:22","04:10:08"
"10803",32,"M","01:45:13","04:10:08"
"10804",44,"M","01:46:04","04:10:09"
"10805",49,"M","01:57:07","04:10:09"
"10806",42,"M","01:51:23","04:10:09"
"10807",56,"M","01:55:22","04:10:09"
"10808",40,"W","01:50:37","04:10:10"
"10809",47,"M","01:52:14","04:10:10"
"10810",36,"W","01:47:09","04:10:10"
"10811",50,"M","01:49:03","04:10:10"
"10812",47,"M","01:50:34","04:10:10"
"10813",45,"M","01:50:40","04:10:10"
"10814",36,"M","01:57:32","04:10:10"
"10815",59,"M","01:47:53","04:10:11"
"10816",47,"M","01:42:27","04:10:11"
"10817",40,"M","01:50:14","04:10:11"
"10818",51,"M","02:04:39","04:10:12"
"10819",35,"W","01:53:26","04:10:12"
"10820",19,"M","01:56:33","04:10:12"
"10821",50,"W","01:56:39","04:10:12"
"10822",25,"M","01:48:52","04:10:12"
"10823",45,"M","01:43:05","04:10:12"
"10824",42,"M","01:58:42","04:10:12"
"10825",53,"M","01:50:25","04:10:12"
"10826",43,"M","01:52:08","04:10:14"
"10827",36,"W","01:53:41","04:10:14"
"10828",28,"M","01:56:44","04:10:14"
"10829",35,"W","01:57:27","04:10:14"
"10830",39,"M","01:57:07","04:10:15"
"10831",63,"M","01:51:15","04:10:15"
"10832",25,"W","01:51:27","04:10:16"
"10833",59,"M","01:49:12","04:10:16"
"10834",52,"M","01:54:17","04:10:17"
"10835",49,"M","01:53:57","04:10:17"
"10836",37,"W","01:46:32","04:10:17"
"10837",57,"M","01:49:24","04:10:17"
"10838",31,"M","01:52:03","04:10:18"
"10839",44,"W","01:52:41","04:10:18"
"10840",31,"W","01:44:28","04:10:18"
"10841",46,"W","01:54:48","04:10:18"
"10842",50,"W","01:44:44","04:10:18"
"10843",33,"W","01:53:58","04:10:18"
"10844",36,"M","01:51:27","04:10:18"
"10845",46,"M","01:48:50","04:10:19"
"10846",27,"M","01:36:05","04:10:20"
"10847",44,"M","01:54:10","04:10:20"
"10848",40,"M","01:51:48","04:10:20"
"10849",45,"M","01:40:03","04:10:20"
"10850",33,"M","01:55:15","04:10:21"
"10851",35,"W","01:54:11","04:10:22"
"10852",45,"M","01:55:31","04:10:22"
"10853",53,"M","01:48:41","04:10:22"
"10854",30,"W","01:49:51","04:10:22"
"10855",26,"W","01:50:12","04:10:22"
"10856",41,"W","01:59:28","04:10:23"
"10857",61,"M","01:51:01","04:10:23"
"10858",49,"M","01:47:30","04:10:23"
"10859",51,"M","01:53:13","04:10:23"
"10860",24,"M","01:40:30","04:10:23"
"10861",36,"M","01:54:22","04:10:23"
"10862",57,"M","01:52:37","04:10:24"
"10863",49,"M","01:47:49","04:10:24"
"10864",44,"W","01:56:52","04:10:24"
"10865",37,"W","01:46:28","04:10:24"
"10866",43,"M","01:48:22","04:10:24"
"10867",36,"M","01:50:09","04:10:24"
"10868",27,"M","01:46:24","04:10:25"
"10869",47,"M","01:52:43","04:10:26"
"10870",36,"W","01:52:52","04:10:26"
"10871",42,"M","01:59:20","04:10:26"
"10872",40,"M","01:44:22","04:10:27"
"10873",22,"W","01:45:15","04:10:27"
"10874",51,"M","01:52:14","04:10:27"
"10875",34,"W","01:57:45","04:10:27"
"10876",48,"M","01:53:34","04:10:28"
"10877",36,"M","01:45:15","04:10:28"
"10878",40,"M","01:49:02","04:10:28"
"10879",34,"M","01:52:41","04:10:28"
"10880",36,"W","01:46:20","04:10:28"
"10881",44,"M","01:54:09","04:10:29"
"10882",33,"M","01:52:42","04:10:29"
"10883",35,"M","01:54:55","04:10:29"
"10884",37,"M","01:47:46","04:10:29"
"10885",24,"W","01:47:45","04:10:29"
"10886",29,"M","01:52:03","04:10:29"
"10887",52,"W","01:53:08","04:10:29"
"10888",37,"M","01:55:16","04:10:29"
"10889",33,"W","01:53:15","04:10:30"
"10890",32,"M","01:49:38","04:10:30"
"10891",46,"W","01:48:09","04:10:30"
"10892",42,"M","02:15:12","04:10:31"
"10893",50,"W","01:54:09","04:10:31"
"10894",33,"M","01:46:54","04:10:31"
"10895",43,"M","01:48:14","04:10:31"
"10896",56,"M","01:53:13","04:10:31"
"10897",52,"W","01:54:34","04:10:31"
"10898",40,"M","01:49:27","04:10:32"
"10899",37,"M","01:53:22","04:10:32"
"10900",32,"M","01:48:52","04:10:32"
"10901",58,"M","01:52:53","04:10:32"
"10902",41,"M","01:44:23","04:10:32"
"10903",58,"M","01:54:54","04:10:33"
"10904",51,"M","01:50:34","04:10:33"
"10905",45,"M","01:53:08","04:10:33"
"10906",39,"W","01:50:35","04:10:33"
"10907",37,"M","01:48:44","04:10:33"
"10908",47,"M","01:56:13","04:10:34"
"10909",47,"M","01:49:58","04:10:34"
"10910",39,"M","01:45:18","04:10:34"
"10911",41,"M","01:54:44","04:10:34"
"10912",24,"W","01:52:14","04:10:34"
"10913",33,"M","01:50:23","04:10:35"
"10914",33,"M","01:42:53","04:10:35"
"10915",44,"M","01:58:58","04:10:35"
"10916",44,"M","01:50:44","04:10:35"
"10917",19,"M","01:58:39","04:10:36"
"10918",54,"W","01:54:11","04:10:36"
"10919",28,"M","01:42:51","04:10:37"
"10920",46,"M","01:51:08","04:10:37"
"10921",46,"M","01:58:59","04:10:37"
"10922",41,"W","01:58:24","04:10:38"
"10923",50,"M","01:49:13","04:10:38"
"10924",41,"M","01:48:53","04:10:39"
"10925",24,"M","01:51:13","04:10:39"
"10926",49,"M","01:48:48","04:10:39"
"10927",38,"M","01:58:24","04:10:39"
"10928",44,"M","01:46:42","04:10:39"
"10929",33,"M","01:53:19","04:10:40"
"10930",55,"M","01:52:36","04:10:40"
"10931",49,"M","01:46:19","04:10:41"
"10932",40,"M","01:49:27","04:10:41"
"10933",31,"W","01:46:56","04:10:41"
"10934",40,"M","01:50:34","04:10:41"
"10935",28,"W","01:49:13","04:10:41"
"10936",39,"M","01:54:01","04:10:41"
"10937",29,"M","01:53:26","04:10:41"
"10938",40,"M","01:56:39","04:10:42"
"10939",39,"M","01:53:11","04:10:42"
"10940",30,"W","01:51:52","04:10:42"
"10941",69,"M","01:50:04","04:10:43"
"10942",29,"M","01:53:45","04:10:43"
"10943",44,"M","01:54:48","04:10:43"
"10944",44,"M","01:53:45","04:10:44"
"10945",56,"M","01:59:07","04:10:44"
"10946",31,"M","01:51:37","04:10:44"
"10947",42,"M","01:48:15","04:10:44"
"10948",30,"W","01:52:55","04:10:44"
"10949",31,"M","01:49:40","04:10:45"
"10950",42,"W","01:54:46","04:10:45"
"10951",29,"M","01:57:21","04:10:45"
"10952",26,"M","01:54:16","04:10:45"
"10953",60,"M","01:46:11","04:10:46"
"10954",29,"M","01:43:58","04:10:46"
"10955",52,"M","01:49:32","04:10:46"
"10956",51,"M","01:49:37","04:10:46"
"10957",58,"M","01:52:30","04:10:46"
"10958",40,"M","01:48:41","04:10:47"
"10959",44,"M","01:51:08","04:10:47"
"10960",51,"M","01:57:21","04:10:47"
"10961",28,"W","01:54:43","04:10:47"
"10962",51,"W","01:52:25","04:10:47"
"10963",45,"M","01:49:37","04:10:47"
"10964",46,"M","01:54:36","04:10:48"
"10965",45,"W","01:51:37","04:10:48"
"10966",32,"W","01:55:38","04:10:48"
"10967",39,"M","01:51:24","04:10:48"
"10968",27,"M","01:55:39","04:10:48"
"10969",23,"M","01:42:15","04:10:48"
"10970",64,"M","01:57:42","04:10:49"
"10971",40,"W","01:45:04","04:10:49"
"10972",28,"M","01:54:20","04:10:49"
"10973",33,"M","01:53:59","04:10:50"
"10974",30,"M","01:51:38","04:10:50"
"10975",37,"W","01:53:10","04:10:50"
"10976",21,"M","01:45:47","04:10:50"
"10977",23,"M","01:46:32","04:10:51"
"10978",49,"M","01:49:25","04:10:51"
"10979",55,"W","01:51:06","04:10:51"
"10980",31,"M","01:50:55","04:10:52"
"10981",36,"M","01:49:44","04:10:52"
"10982",29,"M","01:52:10","04:10:53"
"10983",36,"M","01:46:54","04:10:53"
"10984",27,"M","01:50:30","04:10:53"
"10985",35,"M","01:53:29","04:10:53"
"10986",52,"W","01:58:02","04:10:54"
"10987",52,"M","01:51:13","04:10:54"
"10988",28,"W","01:50:45","04:10:54"
"10989",41,"M","01:49:29","04:10:56"
"10990",28,"M","01:53:05","04:10:56"
"10991",41,"M","01:44:06","04:10:57"
"10992",40,"W","01:48:10","04:10:57"
"10993",48,"M","01:52:26","04:10:57"
"10994",55,"M","01:54:54","04:10:57"
"10995",56,"M","01:55:07","04:10:57"
"10996",44,"M","01:54:21","04:10:57"
"10997",40,"M","01:54:23","04:10:57"
"10998",43,"W","01:49:21","04:10:58"
"10999",29,"W","01:53:49","04:10:59"
"11000",28,"M","01:53:16","04:10:59"
"11001",30,"W","01:53:34","04:10:59"
"11002",44,"M","01:54:13","04:11:00"
"11003",28,"W","01:55:00","04:11:00"
"11004",35,"M","01:53:34","04:11:00"
"11005",34,"M","01:59:52","04:11:00"
"11006",38,"M","01:51:52","04:11:00"
"11007",44,"M","01:59:41","04:11:00"
"11008",44,"M","01:46:02","04:11:01"
"11009",42,"M","01:52:13","04:11:01"
"11010",33,"M","01:50:02","04:11:01"
"11011",33,"W","01:57:11","04:11:01"
"11012",27,"W","01:50:42","04:11:02"
"11013",35,"M","01:53:31","04:11:02"
"11014",58,"M","01:47:43","04:11:02"
"11015",37,"M","01:47:19","04:11:03"
"11016",33,"M","01:53:48","04:11:03"
"11017",46,"M","01:53:08","04:11:03"
"11018",35,"M","01:52:20","04:11:04"
"11019",35,"M","01:43:00","04:11:04"
"11020",47,"W","01:54:54","04:11:04"
"11021",51,"M","01:53:35","04:11:04"
"11022",25,"W","01:51:20","04:11:05"
"11023",51,"W","01:49:46","04:11:06"
"11024",33,"W","01:52:31","04:11:06"
"11025",43,"M","01:47:53","04:11:06"
"11026",38,"W","01:51:01","04:11:07"
"11027",40,"M","01:51:06","04:11:07"
"11028",42,"W","01:53:48","04:11:07"
"11029",30,"W","01:55:04","04:11:07"
"11030",31,"M","01:52:54","04:11:07"
"11031",28,"M","01:47:45","04:11:07"
"11032",29,"M","01:35:42","04:11:08"
"11033",44,"W","01:51:04","04:11:08"
"11034",40,"M","01:43:59","04:11:08"
"11035",38,"M","01:52:36","04:11:09"
"11036",30,"M","01:47:51","04:11:09"
"11037",39,"M","01:56:29","04:11:10"
"11038",64,"M","01:50:30","04:11:11"
"11039",30,"M","01:51:47","04:11:12"
"11040",43,"M","01:55:26","04:11:12"
"11041",33,"M","01:56:27","04:11:12"
"11042",34,"M","01:47:14","04:11:13"
"11043",33,"M","01:43:15","04:11:13"
"11044",21,"M","01:55:09","04:11:13"
"11045",47,"M","01:50:44","04:11:14"
"11046",38,"M","01:56:13","04:11:14"
"11047",39,"M","01:49:06","04:11:14"
"11048",33,"W","01:50:49","04:11:15"
"11049",53,"M","01:46:09","04:11:15"
"11050",35,"W","01:49:49","04:11:15"
"11051",39,"M","01:53:09","04:11:15"
"11052",31,"M","01:52:31","04:11:15"
"11053",24,"W","01:54:47","04:11:16"
"11054",39,"M","01:51:30","04:11:16"
"11055",33,"M","01:52:46","04:11:17"
"11056",38,"W","01:52:54","04:11:17"
"11057",45,"M","01:52:06","04:11:17"
"11058",45,"M","01:54:35","04:11:18"
"11059",31,"M","01:55:01","04:11:18"
"11060",39,"M","01:51:17","04:11:18"
"11061",24,"W","01:41:41","04:11:18"
"11062",34,"M","01:57:18","04:11:18"
"11063",37,"M","01:37:43","04:11:18"
"11064",36,"M","01:54:08","04:11:18"
"11065",26,"M","01:49:51","04:11:19"
"11066",38,"W","01:45:28","04:11:19"
"11067",28,"W","01:54:14","04:11:20"
"11068",31,"M","01:57:20","04:11:20"
"11069",38,"M","01:59:45","04:11:20"
"11070",35,"M","01:57:37","04:11:21"
"11071",47,"M","01:45:34","04:11:21"
"11072",47,"M","02:03:54","04:11:22"
"11073",40,"W","01:54:54","04:11:22"
"11074",49,"M","01:51:05","04:11:22"
"11075",57,"M","01:53:16","04:11:22"
"11076",54,"M","01:58:55","04:11:22"
"11077",37,"M","01:52:03","04:11:23"
"11078",33,"M","01:47:42","04:11:23"
"11079",51,"M","01:57:35","04:11:23"
"11080",33,"M","02:02:13","04:11:23"
"11081",50,"M","01:53:17","04:11:24"
"11082",38,"W","01:57:02","04:11:24"
"11083",27,"M","01:50:30","04:11:25"
"11084",41,"M","01:51:52","04:11:25"
"11085",33,"W","01:49:53","04:11:26"
"11086",33,"M","01:49:56","04:11:26"
"11087",44,"M","01:51:47","04:11:26"
"11088",49,"M","01:52:08","04:11:26"
"11089",42,"M","01:54:55","04:11:29"
"11090",47,"W","01:52:46","04:11:30"
"11091",47,"M","01:55:19","04:11:31"
"11092",45,"W","01:43:59","04:11:32"
"11093",45,"M","01:51:20","04:11:32"
"11094",43,"M","01:58:48","04:11:32"
"11095",24,"W","01:55:18","04:11:32"
"11096",43,"M","01:51:00","04:11:33"
"11097",36,"M","01:54:29","04:11:33"
"11098",63,"M","01:55:44","04:11:33"
"11099",25,"W","01:54:20","04:11:33"
"11100",29,"W","01:59:03","04:11:33"
"11101",38,"M","01:42:38","04:11:33"
"11102",31,"W","01:53:58","04:11:33"
"11103",27,"M","01:49:00","04:11:33"
"11104",36,"M","01:44:42","04:11:33"
"11105",25,"W","01:51:51","04:11:35"
"11106",39,"M","01:49:06","04:11:35"
"11107",31,"M","01:53:29","04:11:35"
"11108",41,"M","01:58:02","04:11:35"
"11109",42,"M","01:54:39","04:11:35"
"11110",43,"M","01:58:44","04:11:35"
"11111",45,"M","01:42:33","04:11:35"
"11112",25,"M","01:56:30","04:11:35"
"11113",47,"M","01:53:07","04:11:36"
"11114",38,"M","01:49:25","04:11:36"
"11115",35,"M","01:58:04","04:11:37"
"11116",34,"M","01:57:10","04:11:37"
"11117",47,"W","01:59:55","04:11:38"
"11118",26,"W","01:54:09","04:11:38"
"11119",46,"M","01:50:33","04:11:39"
"11120",31,"M","01:56:32","04:11:39"
"11121",28,"W","01:51:18","04:11:39"
"11122",46,"M","01:52:02","04:11:39"
"11123",40,"W","01:50:34","04:11:40"
"11124",39,"W","01:54:37","04:11:40"
"11125",35,"W","01:53:00","04:11:40"
"11126",34,"M","01:58:09","04:11:41"
"11127",26,"W","01:52:49","04:11:42"
"11128",42,"W","01:49:44","04:11:42"
"11129",44,"W","01:51:12","04:11:42"
"11130",31,"M","01:56:51","04:11:42"
"11131",39,"M","01:56:12","04:11:42"
"11132",43,"W","02:04:20","04:11:43"
"11133",41,"M","01:54:10","04:11:44"
"11134",56,"M","01:52:39","04:11:44"
"11135",41,"M","01:47:52","04:11:44"
"11136",51,"M","01:53:23","04:11:44"
"11137",42,"M","01:48:27","04:11:44"
"11138",33,"M","02:01:20","04:11:45"
"11139",45,"M","01:51:47","04:11:45"
"11140",37,"M","01:45:26","04:11:45"
"11141",56,"M","02:00:23","04:11:46"
"11142",41,"W","01:49:08","04:11:46"
"11143",31,"M","01:54:19","04:11:46"
"11144",43,"W","01:51:28","04:11:46"
"11145",44,"M","01:53:35","04:11:46"
"11146",41,"W","01:53:02","04:11:47"
"11147",36,"M","01:47:47","04:11:47"
"11148",43,"W","01:52:58","04:11:47"
"11149",28,"M","01:40:26","04:11:48"
"11150",50,"M","01:47:39","04:11:48"
"11151",32,"W","01:53:43","04:11:48"
"11152",41,"M","01:56:38","04:11:48"
"11153",39,"W","01:48:14","04:11:49"
"11154",39,"M","01:58:41","04:11:49"
"11155",31,"M","01:51:24","04:11:49"
"11156",49,"M","01:56:52","04:11:50"
"11157",30,"M","01:45:07","04:11:50"
"11158",43,"M","01:55:40","04:11:50"
"11159",42,"M","01:45:27","04:11:51"
"11160",54,"M","01:56:18","04:11:51"
"11161",44,"W","01:53:35","04:11:52"
"11162",43,"M","01:55:42","04:11:52"
"11163",49,"M","01:53:33","04:11:52"
"11164",28,"W","01:45:44","04:11:52"
"11165",43,"M","01:53:16","04:11:53"
"11166",32,"M","01:54:50","04:11:54"
"11167",37,"W","01:58:54","04:11:54"
"11168",39,"M","01:46:38","04:11:54"
"11169",51,"M","01:49:34","04:11:54"
"11170",41,"M","01:51:33","04:11:54"
"11171",29,"W","01:54:24","04:11:55"
"11172",33,"W","01:50:59","04:11:55"
"11173",47,"M","01:43:14","04:11:55"
"11174",32,"M","01:51:22","04:11:55"
"11175",35,"M","01:51:27","04:11:55"
"11176",39,"M","01:54:44","04:11:55"
"11177",32,"M","01:54:40","04:11:56"
"11178",38,"W","01:57:30","04:11:56"
"11179",50,"M","01:57:24","04:11:56"
"11180",42,"W","02:03:02","04:11:56"
"11181",38,"M","01:49:24","04:11:56"
"11182",30,"M","01:51:37","04:11:56"
"11183",25,"M","01:44:23","04:11:56"
"11184",70,"M","01:52:18","04:11:57"
"11185",35,"M","01:57:38","04:11:57"
"11186",34,"M","01:48:22","04:11:58"
"11187",39,"M","01:51:06","04:11:58"
"11188",44,"M","01:50:44","04:11:58"
"11189",37,"M","01:44:31","04:11:58"
"11190",60,"M","01:53:23","04:11:58"
"11191",39,"M","01:49:45","04:11:59"
"11192",33,"M","01:49:04","04:11:59"
"11193",35,"M","01:53:47","04:11:59"
"11194",50,"W","01:57:06","04:11:59"
"11195",37,"W","01:51:43","04:12:00"
"11196",31,"M","01:45:47","04:12:00"
"11197",30,"M","01:51:51","04:12:00"
"11198",47,"M","01:49:59","04:12:00"
"11199",49,"W","01:53:54","04:12:00"
"11200",52,"M","01:47:14","04:12:01"
"11201",45,"M","02:04:03","04:12:01"
"11202",31,"W","01:54:18","04:12:01"
"11203",34,"M","01:49:48","04:12:01"
"11204",32,"W","01:51:47","04:12:02"
"11205",48,"M","01:43:44","04:12:02"
"11206",30,"W","01:53:20","04:12:02"
"11207",53,"M","01:52:59","04:12:03"
"11208",48,"W","01:48:49","04:12:04"
"11209",31,"M","01:44:26","04:12:04"
"11210",40,"M","01:49:51","04:12:05"
"11211",31,"M","01:54:05","04:12:05"
"11212",34,"M","01:53:28","04:12:05"
"11213",30,"W","01:47:53","04:12:06"
"11214",44,"W","01:59:18","04:12:06"
"11215",45,"M","01:44:45","04:12:07"
"11216",42,"M","01:43:00","04:12:07"
"11217",26,"W","01:54:51","04:12:08"
"11218",38,"M","01:53:52","04:12:08"
"11219",37,"M","01:55:16","04:12:08"
"11220",43,"M","01:49:48","04:12:08"
"11221",31,"M","01:40:28","04:12:08"
"11222",30,"M","01:43:15","04:12:08"
"11223",29,"W","01:55:16","04:12:09"
"11224",40,"M","01:54:37","04:12:09"
"11225",61,"M","02:00:01","04:12:09"
"11226",41,"M","01:49:28","04:12:09"
"11227",49,"M","01:53:18","04:12:09"
"11228",45,"M","01:51:45","04:12:09"
"11229",55,"M","01:51:46","04:12:10"
"11230",27,"W","01:53:55","04:12:10"
"11231",62,"M","01:51:45","04:12:10"
"11232",43,"M","01:59:27","04:12:10"
"11233",43,"M","01:55:26","04:12:10"
"11234",59,"M","01:57:26","04:12:11"
"11235",42,"M","01:53:27","04:12:12"
"11236",35,"W","01:50:40","04:12:12"
"11237",33,"W","02:02:44","04:12:12"
"11238",59,"M","01:52:08","04:12:13"
"11239",43,"W","01:49:19","04:12:13"
"11240",43,"M","01:53:41","04:12:13"
"11241",28,"M","01:52:57","04:12:13"
"11242",31,"M","01:51:42","04:12:13"
"11243",48,"M","01:55:51","04:12:14"
"11244",23,"W","01:54:03","04:12:14"
"11245",38,"M","02:02:35","04:12:14"
"11246",41,"W","01:53:02","04:12:14"
"11247",42,"M","02:00:36","04:12:15"
"11248",48,"M","01:51:21","04:12:15"
"11249",33,"W","01:54:30","04:12:16"
"11250",61,"M","01:49:27","04:12:16"
"11251",55,"M","01:42:55","04:12:17"
"11252",33,"M","01:50:24","04:12:17"
"11253",30,"M","01:45:53","04:12:17"
"11254",57,"M","01:42:50","04:12:17"
"11255",31,"M","01:57:27","04:12:17"
"11256",40,"W","01:57:01","04:12:17"
"11257",44,"M","01:55:56","04:12:17"
"11258",32,"M","01:53:39","04:12:17"
"11259",31,"W","01:51:25","04:12:18"
"11260",51,"M","01:54:22","04:12:18"
"11261",40,"M","01:48:38","04:12:18"
"11262",32,"W","01:51:48","04:12:18"
"11263",37,"M","01:46:24","04:12:18"
"11264",38,"M","01:49:11","04:12:19"
"11265",38,"M","01:47:40","04:12:20"
"11266",40,"M","01:53:28","04:12:20"
"11267",44,"M","01:56:58","04:12:20"
"11268",23,"W","01:48:56","04:12:20"
"11269",42,"M","01:51:24","04:12:20"
"11270",42,"M","02:00:12","04:12:21"
"11271",25,"M","01:48:56","04:12:21"
"11272",50,"M","01:53:23","04:12:22"
"11273",36,"M","01:54:09","04:12:22"
"11274",32,"M","01:56:29","04:12:22"
"11275",58,"M","01:50:39","04:12:23"
"11276",26,"W","01:57:19","04:12:23"
"11277",30,"W","01:54:46","04:12:24"
"11278",38,"M","01:54:28","04:12:24"
"11279",57,"M","01:50:35","04:12:24"
"11280",43,"M","01:54:58","04:12:24"
"11281",48,"M","01:51:27","04:12:25"
"11282",48,"W","01:51:40","04:12:25"
"11283",30,"M","01:56:42","04:12:26"
"11284",45,"W","01:50:19","04:12:26"
"11285",53,"M","02:02:15","04:12:26"
"11286",28,"W","01:51:34","04:12:26"
"11287",31,"W","01:48:54","04:12:27"
"11288",34,"M","01:51:24","04:12:27"
"11289",53,"M","01:49:46","04:12:27"
"11290",39,"M","01:55:27","04:12:27"
"11291",34,"W","01:57:34","04:12:27"
"11292",41,"M","01:43:53","04:12:28"
"11293",41,"M","01:47:57","04:12:28"
"11294",43,"M","01:55:14","04:12:28"
"11295",36,"M","01:52:17","04:12:29"
"11296",38,"M","01:55:05","04:12:29"
"11297",41,"M","01:51:45","04:12:29"
"11298",42,"M","01:54:50","04:12:29"
"11299",32,"M","01:52:25","04:12:30"
"11300",41,"M","01:49:53","04:12:30"
"11301",35,"M","01:50:20","04:12:30"
"11302",30,"W","01:44:50","04:12:31"
"11303",40,"W","01:54:40","04:12:31"
"11304",47,"M","01:50:02","04:12:31"
"11305",30,"W","01:56:01","04:12:31"
"11306",32,"M","01:55:58","04:12:31"
"11307",37,"W","01:54:59","04:12:32"
"11308",37,"W","01:53:44","04:12:33"
"11309",23,"M","01:50:12","04:12:33"
"11310",44,"M","02:00:47","04:12:33"
"11311",59,"M","01:45:41","04:12:33"
"11312",30,"M","01:53:09","04:12:33"
"11313",44,"M","01:55:11","04:12:33"
"11314",45,"M","01:49:02","04:12:34"
"11315",49,"W","01:54:51","04:12:34"
"11316",27,"W","01:47:03","04:12:34"
"11317",34,"M","01:55:01","04:12:34"
"11318",32,"M","01:47:23","04:12:34"
"11319",59,"M","01:49:50","04:12:34"
"11320",34,"M","02:00:21","04:12:34"
"11321",41,"M","01:46:37","04:12:35"
"11322",29,"W","01:46:46","04:12:35"
"11323",29,"M","01:55:45","04:12:35"
"11324",31,"M","01:57:37","04:12:35"
"11325",35,"W","01:54:14","04:12:36"
"11326",36,"M","01:51:05","04:12:36"
"11327",49,"M","01:51:19","04:12:36"
"11328",46,"M","01:53:36","04:12:37"
"11329",41,"M","01:41:48","04:12:38"
"11330",38,"M","01:53:38","04:12:38"
"11331",34,"W","01:54:57","04:12:38"
"11332",50,"M","01:54:44","04:12:38"
"11333",38,"W","01:54:52","04:12:38"
"11334",43,"M","01:44:18","04:12:39"
"11335",25,"M","02:02:03","04:12:39"
"11336",27,"M","01:49:17","04:12:40"
"11337",31,"W","01:51:45","04:12:40"
"11338",39,"M","01:55:20","04:12:40"
"11339",41,"M","01:53:29","04:12:41"
"11340",42,"M","01:49:27","04:12:41"
"11341",33,"W","01:57:33","04:12:41"
"11342",37,"M","01:52:28","04:12:41"
"11343",41,"M","01:56:47","04:12:41"
"11344",45,"M","01:55:03","04:12:41"
"11345",37,"M","01:52:25","04:12:41"
"11346",36,"M","01:47:13","04:12:43"
"11347",53,"M","01:49:59","04:12:43"
"11348",57,"M","01:50:06","04:12:43"
"11349",36,"M","01:57:04","04:12:43"
"11350",38,"W","01:51:10","04:12:44"
"11351",53,"M","01:49:43","04:12:44"
"11352",36,"M","01:47:36","04:12:44"
"11353",23,"M","01:53:30","04:12:45"
"11354",32,"W","01:52:34","04:12:45"
"11355",41,"W","01:50:19","04:12:45"
"11356",32,"M","01:45:30","04:12:45"
"11357",37,"M","01:57:22","04:12:46"
"11358",29,"M","01:51:32","04:12:46"
"11359",45,"M","01:47:58","04:12:46"
"11360",46,"W","01:54:45","04:12:47"
"11361",35,"M","01:53:34","04:12:47"
"11362",35,"M","01:56:31","04:12:47"
"11363",35,"M","01:48:06","04:12:47"
"11364",25,"W","01:51:57","04:12:47"
"11365",51,"M","01:57:04","04:12:47"
"11366",30,"M","01:43:46","04:12:48"
"11367",39,"M","01:57:50","04:12:48"
"11368",62,"M","01:59:11","04:12:48"
"11369",38,"W","01:58:57","04:12:48"
"11370",48,"M","01:53:04","04:12:49"
"11371",38,"W","01:48:29","04:12:49"
"11372",30,"M","01:56:03","04:12:49"
"11373",35,"M","01:48:54","04:12:49"
"11374",26,"W","01:47:46","04:12:50"
"11375",39,"M","01:54:44","04:12:50"
"11376",35,"M","01:53:20","04:12:51"
"11377",28,"W","01:45:37","04:12:51"
"11378",46,"W","01:55:11","04:12:51"
"11379",44,"M","01:50:28","04:12:51"
"11380",31,"W","01:56:06","04:12:51"
"11381",30,"M","01:57:23","04:12:52"
"11382",25,"W","01:53:12","04:12:52"
"11383",35,"W","01:59:05","04:12:52"
"11384",41,"W","01:50:25","04:12:52"
"11385",46,"M","01:57:52","04:12:53"
"11386",40,"W","01:59:21","04:12:53"
"11387",57,"M","02:01:15","04:12:53"
"11388",27,"W","01:49:34","04:12:54"
"11389",46,"M","01:47:49","04:12:54"
"11390",48,"M","01:49:26","04:12:54"
"11391",49,"M","01:50:38","04:12:54"
"11392",47,"W","01:49:32","04:12:54"
"11393",24,"M","01:46:26","04:12:55"
"11394",67,"M","02:01:54","04:12:56"
"11395",52,"M","01:52:40","04:12:56"
"11396",25,"W","01:55:21","04:12:56"
"11397",37,"M","01:55:10","04:12:56"
"11398",42,"M","01:54:04","04:12:57"
"11399",32,"M","01:50:51","04:12:57"
"11400",37,"W","01:59:59","04:12:57"
"11401",35,"M","01:48:50","04:12:57"
"11402",52,"M","01:49:46","04:12:57"
"11403",31,"M","01:57:32","04:12:57"
"11404",44,"M","01:54:25","04:12:57"
"11405",56,"M","01:47:34","04:12:57"
"11406",34,"M","01:59:15","04:12:57"
"11407",41,"W","01:52:27","04:12:58"
"11408",53,"M","02:07:09","04:12:58"
"11409",45,"M","01:56:29","04:12:59"
"11410",39,"M","01:58:19","04:12:59"
"11411",32,"M","01:56:02","04:13:00"
"11412",33,"M","01:58:45","04:13:00"
"11413",46,"M","01:46:33","04:13:01"
"11414",39,"M","01:53:55","04:13:01"
