"","year","month","day","gender","births"
"3199",1973,3,"5","M",4638
"3200",1973,3,"6","F",4634
"3201",1973,3,"6","M",4776
"3202",1973,3,"7","F",4443
"3203",1973,3,"7","M",4644
"3204",1973,3,"8","F",4549
"3205",1973,3,"8","M",4487
"3206",1973,3,"9","F",4520
"3207",1973,3,"9","M",4580
"3208",1973,3,"10","F",4073
"3209",1973,3,"10","M",4142
"3210",1973,3,"11","F",3805
"3211",1973,3,"11","M",3870
"3212",1973,3,"12","F",4466
"3213",1973,3,"12","M",4725
"3214",1973,3,"13","F",4523
"3215",1973,3,"13","M",4888
"3216",1973,3,"14","F",4430
"3217",1973,3,"14","M",4483
"3218",1973,3,"15","F",4423
"3219",1973,3,"15","M",4669
"3220",1973,3,"16","F",4393
"3221",1973,3,"16","M",4506
"3222",1973,3,"17","F",3919
"3223",1973,3,"17","M",4141
"3224",1973,3,"18","F",3644
"3225",1973,3,"18","M",3929
"3226",1973,3,"19","F",4250
"3227",1973,3,"19","M",4478
"3228",1973,3,"20","F",4330
"3229",1973,3,"20","M",4722
"3230",1973,3,"21","F",4321
"3231",1973,3,"21","M",4476
"3232",1973,3,"22","F",4314
"3233",1973,3,"22","M",4490
"3234",1973,3,"23","F",4263
"3235",1973,3,"23","M",4707
"3236",1973,3,"24","F",3929
"3237",1973,3,"24","M",3919
"3238",1973,3,"25","F",3807
"3239",1973,3,"25","M",3796
"3240",1973,3,"26","F",4264
"3241",1973,3,"26","M",4704
"3242",1973,3,"27","F",4493
"3243",1973,3,"27","M",4617
"3244",1973,3,"28","F",4320
"3245",1973,3,"28","M",4432
"3246",1973,3,"29","F",4308
"3247",1973,3,"29","M",4528
"3248",1973,3,"30","F",4321
"3249",1973,3,"30","M",4598
"3250",1973,3,"31","F",3810
"3251",1973,3,"31","M",4077
"3252",1973,3,"99","F",12
"3253",1973,3,"99","M",12
"3254",1973,4,"1","F",3709
"3255",1973,4,"1","M",3786
"3256",1973,4,"2","F",4328
"3257",1973,4,"2","M",4578
"3258",1973,4,"3","F",4284
"3259",1973,4,"3","M",4751
"3260",1973,4,"4","F",4206
"3261",1973,4,"4","M",4560
"3262",1973,4,"5","F",4100
"3263",1973,4,"5","M",4407
"3264",1973,4,"6","F",4243
"3265",1973,4,"6","M",4372
"3266",1973,4,"7","F",3932
"3267",1973,4,"7","M",4128
"3268",1973,4,"8","F",3612
"3269",1973,4,"8","M",3743
"3270",1973,4,"9","F",4160
"3271",1973,4,"9","M",4289
"3272",1973,4,"10","F",4378
"3273",1973,4,"10","M",4465
"3274",1973,4,"11","F",4295
"3275",1973,4,"11","M",4486
"3276",1973,4,"12","F",4154
"3277",1973,4,"12","M",4459
"3278",1973,4,"13","F",4111
"3279",1973,4,"13","M",4505
"3280",1973,4,"14","F",3763
"3281",1973,4,"14","M",3682
"3282",1973,4,"15","F",3468
"3283",1973,4,"15","M",3699
"3284",1973,4,"16","F",4212
"3285",1973,4,"16","M",4447
"3286",1973,4,"17","F",4449
"3287",1973,4,"17","M",4468
"3288",1973,4,"18","F",4325
"3289",1973,4,"18","M",4566
"3290",1973,4,"19","F",4279
"3291",1973,4,"19","M",4393
"3292",1973,4,"20","F",4020
"3293",1973,4,"20","M",4520
"3294",1973,4,"21","F",3663
"3295",1973,4,"21","M",3916
"3296",1973,4,"22","F",3323
"3297",1973,4,"22","M",3631
"3298",1973,4,"23","F",4112
"3299",1973,4,"23","M",4260
"3300",1973,4,"24","F",4162
"3301",1973,4,"24","M",4595
"3302",1973,4,"25","F",4060
"3303",1973,4,"25","M",4292
"3304",1973,4,"26","F",4175
"3305",1973,4,"26","M",4333
"3306",1973,4,"27","F",4132
"3307",1973,4,"27","M",4405
"3308",1973,4,"28","F",3612
"3309",1973,4,"28","M",3778
"3310",1973,4,"29","F",3249
"3311",1973,4,"29","M",3508
"3312",1973,4,"30","F",4131
"3313",1973,4,"30","M",4383
"3314",1973,4,"31","M",2
"3315",1973,4,"99","F",16
"3316",1973,4,"99","M",12
"3317",1973,5,"1","F",4370
"3318",1973,5,"1","M",4476
"3319",1973,5,"2","F",3971
"3320",1973,5,"2","M",4530
"3321",1973,5,"3","F",4122
"3322",1973,5,"3","M",4199
"3323",1973,5,"4","F",3980
"3324",1973,5,"4","M",4316
"3325",1973,5,"5","F",3558
"3326",1973,5,"5","M",3988
"3327",1973,5,"6","F",3378
"3328",1973,5,"6","M",3514
"3329",1973,5,"7","F",4038
"3330",1973,5,"7","M",4236
"3331",1973,5,"8","F",4423
"3332",1973,5,"8","M",4557
"3333",1973,5,"9","F",4338
"3334",1973,5,"9","M",4288
"3335",1973,5,"10","F",4012
"3336",1973,5,"10","M",4426
"3337",1973,5,"11","F",4202
"3338",1973,5,"11","M",4417
"3339",1973,5,"12","F",3790
"3340",1973,5,"12","M",3649
"3341",1973,5,"13","F",3550
"3342",1973,5,"13","M",3439
"3343",1973,5,"14","F",3985
"3344",1973,5,"14","M",4251
"3345",1973,5,"15","F",4311
"3346",1973,5,"15","M",4465
"3347",1973,5,"16","F",4127
"3348",1973,5,"16","M",4418
"3349",1973,5,"17","F",4136
"3350",1973,5,"17","M",4413
"3351",1973,5,"18","F",4100
"3352",1973,5,"18","M",4484
"3353",1973,5,"19","F",3674
"3354",1973,5,"19","M",4025
"3355",1973,5,"20","F",3548
"3356",1973,5,"20","M",3617
"3357",1973,5,"21","F",4222
"3358",1973,5,"21","M",4439
"3359",1973,5,"22","F",4230
"3360",1973,5,"22","M",4537
"3361",1973,5,"23","F",4182
"3362",1973,5,"23","M",4324
"3363",1973,5,"24","F",4043
"3364",1973,5,"24","M",4386
"3365",1973,5,"25","F",4380
"3366",1973,5,"25","M",4717
"3367",1973,5,"26","F",3624
"3368",1973,5,"26","M",4084
"3369",1973,5,"27","F",3540
"3370",1973,5,"27","M",3639
"3371",1973,5,"28","F",3517
"3372",1973,5,"28","M",3786
"3373",1973,5,"29","F",4293
"3374",1973,5,"29","M",4616
"3375",1973,5,"30","F",4176
"3376",1973,5,"30","M",4609
"3377",1973,5,"31","F",4231
"3378",1973,5,"31","M",4357
"3379",1973,5,"99","F",10
"3380",1973,5,"99","M",4
"3381",1973,6,"1","F",4353
"3382",1973,6,"1","M",4502
"3383",1973,6,"2","F",3777
"3384",1973,6,"2","M",4069
"3385",1973,6,"3","F",3482
"3386",1973,6,"3","M",3727
"3387",1973,6,"4","F",4220
"3388",1973,6,"4","M",4285
"3389",1973,6,"5","F",4280
"3390",1973,6,"5","M",4618
"3391",1973,6,"6","F",4160
"3392",1973,6,"6","M",4546
"3393",1973,6,"7","F",4244
"3394",1973,6,"7","M",4542
"3395",1973,6,"8","F",4131
"3396",1973,6,"8","M",4670
"3397",1973,6,"9","F",3847
"3398",1973,6,"9","M",4083
"3399",1973,6,"10","F",3561
"3400",1973,6,"10","M",3769
"3401",1973,6,"11","F",4203
"3402",1973,6,"11","M",4693
"3403",1973,6,"12","F",4423
"3404",1973,6,"12","M",4603
"3405",1973,6,"13","F",4115
"3406",1973,6,"13","M",4615
"3407",1973,6,"14","F",4197
"3408",1973,6,"14","M",4428
"3409",1973,6,"15","F",4300
"3410",1973,6,"15","M",4522
"3411",1973,6,"16","F",3908
"3412",1973,6,"16","M",4117
"3413",1973,6,"17","F",3617
"3414",1973,6,"17","M",3788
"3415",1973,6,"18","F",4358
"3416",1973,6,"18","M",4601
"3417",1973,6,"19","F",4357
"3418",1973,6,"19","M",4689
"3419",1973,6,"20","F",4257
"3420",1973,6,"20","M",4445
"3421",1973,6,"21","F",4344
"3422",1973,6,"21","M",4438
"3423",1973,6,"22","F",4337
"3424",1973,6,"22","M",4591
"3425",1973,6,"23","F",3812
"3426",1973,6,"23","M",3970
"3427",1973,6,"24","F",3543
"3428",1973,6,"24","M",3738
"3429",1973,6,"25","F",4228
"3430",1973,6,"25","M",4562
"3431",1973,6,"26","F",4417
"3432",1973,6,"26","M",4664
"3433",1973,6,"27","F",4404
"3434",1973,6,"27","M",4608
"3435",1973,6,"28","F",4314
"3436",1973,6,"28","M",4754
"3437",1973,6,"29","F",4396
"3438",1973,6,"29","M",4612
"3439",1973,6,"30","F",3912
"3440",1973,6,"30","M",4019
"3441",1973,6,"31","F",2
"3442",1973,6,"31","M",6
"3443",1973,6,"99","F",14
"3444",1973,6,"99","M",12
"3445",1973,7,"1","F",3611
"3446",1973,7,"1","M",3950
"3447",1973,7,"2","F",4445
"3448",1973,7,"2","M",4558
"3449",1973,7,"3","F",4686
"3450",1973,7,"3","M",5143
"3451",1973,7,"4","F",3861
"3452",1973,7,"4","M",4049
"3453",1973,7,"5","F",4533
"3454",1973,7,"5","M",4635
"3455",1973,7,"6","F",4576
"3456",1973,7,"6","M",4874
"3457",1973,7,"7","F",3956
"3458",1973,7,"7","M",4396
"3459",1973,7,"8","F",3879
"3460",1973,7,"8","M",3908
"3461",1973,7,"9","F",4623
"3462",1973,7,"9","M",4703
"3463",1973,7,"10","F",4655
"3464",1973,7,"10","M",4972
"3465",1973,7,"11","F",4482
"3466",1973,7,"11","M",4715
"3467",1973,7,"12","F",4284
"3468",1973,7,"12","M",4655
"3469",1973,7,"13","F",4345
"3470",1973,7,"13","M",4683
"3471",1973,7,"14","F",4115
"3472",1973,7,"14","M",4330
"3473",1973,7,"15","F",3640
"3474",1973,7,"15","M",3911
"3475",1973,7,"16","F",4483
"3476",1973,7,"16","M",4607
"3477",1973,7,"17","F",4559
"3478",1973,7,"17","M",5080
"3479",1973,7,"18","F",4335
"3480",1973,7,"18","M",4937
"3481",1973,7,"19","F",4526
"3482",1973,7,"19","M",4764
"3483",1973,7,"20","F",4557
"3484",1973,7,"20","M",4913
"3485",1973,7,"21","F",4009
"3486",1973,7,"21","M",4286
"3487",1973,7,"22","F",3917
"3488",1973,7,"22","M",3727
"3489",1973,7,"23","F",4574
"3490",1973,7,"23","M",4662
"3491",1973,7,"24","F",4484
"3492",1973,7,"24","M",4966
"3493",1973,7,"25","F",4665
"3494",1973,7,"25","M",4828
"3495",1973,7,"26","F",4613
"3496",1973,7,"26","M",4719
"3497",1973,7,"27","F",4618
"3498",1973,7,"27","M",4798
"3499",1973,7,"28","F",4117
"3500",1973,7,"28","M",4307
"3501",1973,7,"29","F",3764
"3502",1973,7,"29","M",3981
"3503",1973,7,"30","F",4502
"3504",1973,7,"30","M",4723
"3505",1973,7,"31","F",4613
"3506",1973,7,"31","M",5089
"3507",1973,7,"99","F",24
"3508",1973,7,"99","M",14
"3509",1973,8,"1","F",4588
"3510",1973,8,"1","M",4849
"3511",1973,8,"2","F",4654
"3512",1973,8,"2","M",4745
"3513",1973,8,"3","F",4613
"3514",1973,8,"3","M",4808
"3515",1973,8,"4","F",4021
"3516",1973,8,"4","M",4074
"3517",1973,8,"5","F",3649
"3518",1973,8,"5","M",3967
"3519",1973,8,"6","F",4598
"3520",1973,8,"6","M",4846
"3521",1973,8,"7","F",4817
"3522",1973,8,"7","M",4953
"3523",1973,8,"8","F",4672
"3524",1973,8,"8","M",4926
"3525",1973,8,"9","F",4521
"3526",1973,8,"9","M",4897
"3527",1973,8,"10","F",4815
"3528",1973,8,"10","M",5014
"3529",1973,8,"11","F",4034
"3530",1973,8,"11","M",4158
"3531",1973,8,"12","F",3939
"3532",1973,8,"12","M",3969
"3533",1973,8,"13","F",4474
"3534",1973,8,"13","M",4734
"3535",1973,8,"14","F",4687
"3536",1973,8,"14","M",5155
"3537",1973,8,"15","F",4608
"3538",1973,8,"15","M",4932
"3539",1973,8,"16","F",4458
"3540",1973,8,"16","M",4825
"3541",1973,8,"17","F",4639
"3542",1973,8,"17","M",4670
"3543",1973,8,"18","F",3988
"3544",1973,8,"18","M",4292
"3545",1973,8,"19","F",3885
"3546",1973,8,"19","M",3896
"3547",1973,8,"20","F",4739
"3548",1973,8,"20","M",4728
"3549",1973,8,"21","F",4750
"3550",1973,8,"21","M",4891
"3551",1973,8,"22","F",4525
"3552",1973,8,"22","M",4892
"3553",1973,8,"23","F",4400
"3554",1973,8,"23","M",4649
"3555",1973,8,"24","F",4580
"3556",1973,8,"24","M",4768
"3557",1973,8,"25","F",4099
"3558",1973,8,"25","M",4221
"3559",1973,8,"26","F",3927
"3560",1973,8,"26","M",4051
"3561",1973,8,"27","F",4627
"3562",1973,8,"27","M",4870
"3563",1973,8,"28","F",4769
"3564",1973,8,"28","M",4932
"3565",1973,8,"29","F",4539
"3566",1973,8,"29","M",4869
"3567",1973,8,"30","F",4635
"3568",1973,8,"30","M",4921
"3569",1973,8,"31","F",4466
"3570",1973,8,"31","M",4925
"3571",1973,8,"99","F",24
"3572",1973,8,"99","M",22
"3573",1973,9,"1","F",4106
"3574",1973,9,"1","M",4294
"3575",1973,9,"2","F",3790
"3576",1973,9,"2","M",3917
"3577",1973,9,"3","F",3815
"3578",1973,9,"3","M",3966
"3579",1973,9,"4","F",4711
"3580",1973,9,"4","M",4803
"3581",1973,9,"5","F",4869
"3582",1973,9,"5","M",5028
"3583",1973,9,"6","F",4475
"3584",1973,9,"6","M",4736
"3585",1973,9,"7","F",4479
"3586",1973,9,"7","M",4938
"3587",1973,9,"8","F",4176
"3588",1973,9,"8","M",4081
"3589",1973,9,"9","F",3922
"3590",1973,9,"9","M",4039
"3591",1973,9,"10","F",4449
"3592",1973,9,"10","M",4716
"3593",1973,9,"11","F",4739
"3594",1973,9,"11","M",4962
"3595",1973,9,"12","F",4540
"3596",1973,9,"12","M",4763
"3597",1973,9,"13","F",4445
"3598",1973,9,"13","M",4661
"3599",1973,9,"14","F",4683
"3600",1973,9,"14","M",4986
"3601",1973,9,"15","F",4172
"3602",1973,9,"15","M",4335
"3603",1973,9,"16","F",3904
"3604",1973,9,"16","M",4090
"3605",1973,9,"17","F",4725
"3606",1973,9,"17","M",4813
"3607",1973,9,"18","F",4733
"3608",1973,9,"18","M",4892
"3609",1973,9,"19","F",4612
"3610",1973,9,"19","M",4752
"3611",1973,9,"20","F",4852
"3612",1973,9,"20","M",4916
"3613",1973,9,"21","F",4737
"3614",1973,9,"21","M",4880
"3615",1973,9,"22","F",4286
"3616",1973,9,"22","M",4445
"3617",1973,9,"23","F",4079
"3618",1973,9,"23","M",4177
"3619",1973,9,"24","F",4847
"3620",1973,9,"24","M",4764
"3621",1973,9,"25","F",4878
"3622",1973,9,"25","M",5211
"3623",1973,9,"26","F",4696
"3624",1973,9,"26","M",5099
"3625",1973,9,"27","F",4715
"3626",1973,9,"27","M",4882
"3627",1973,9,"28","F",4680
"3628",1973,9,"28","M",4867
"3629",1973,9,"29","F",4144
"3630",1973,9,"29","M",4289
"3631",1973,9,"30","F",3940
"3632",1973,9,"30","M",4074
"3633",1973,9,"31","F",4
"3634",1973,9,"31","M",2
"3635",1973,9,"99","F",16
"3636",1973,9,"99","M",8
"3637",1973,10,"1","F",4456
"3638",1973,10,"1","M",4841
"3639",1973,10,"2","F",4794
"3640",1973,10,"2","M",4882
"3641",1973,10,"3","F",4387
"3642",1973,10,"3","M",4682
"3643",1973,10,"4","F",4471
"3644",1973,10,"4","M",4478
"3645",1973,10,"5","F",4400
"3646",1973,10,"5","M",4847
"3647",1973,10,"6","F",3997
"3648",1973,10,"6","M",4177
"3649",1973,10,"7","F",3686
"3650",1973,10,"7","M",3930
"3651",1973,10,"8","F",4488
"3652",1973,10,"8","M",4568
"3653",1973,10,"9","F",4553
"3654",1973,10,"9","M",4756
"3655",1973,10,"10","F",4428
"3656",1973,10,"10","M",4699
"3657",1973,10,"11","F",4342
"3658",1973,10,"11","M",4480
"3659",1973,10,"12","F",4431
"3660",1973,10,"12","M",4497
"3661",1973,10,"13","F",3776
"3662",1973,10,"13","M",4152
"3663",1973,10,"14","F",3585
"3664",1973,10,"14","M",3858
"3665",1973,10,"15","F",4235
"3666",1973,10,"15","M",4588
"3667",1973,10,"16","F",4377
"3668",1973,10,"16","M",4728
"3669",1973,10,"17","F",4224
"3670",1973,10,"17","M",4490
"3671",1973,10,"18","F",4154
"3672",1973,10,"18","M",4548
"3673",1973,10,"19","F",4249
"3674",1973,10,"19","M",4604
"3675",1973,10,"20","F",3739
"3676",1973,10,"20","M",3898
"3677",1973,10,"21","F",3457
"3678",1973,10,"21","M",3589
"3679",1973,10,"22","F",4176
"3680",1973,10,"22","M",4254
"3681",1973,10,"23","F",4498
"3682",1973,10,"23","M",4757
"3683",1973,10,"24","F",4382
"3684",1973,10,"24","M",4423
"3685",1973,10,"25","F",4173
"3686",1973,10,"25","M",4334
"3687",1973,10,"26","F",4326
"3688",1973,10,"26","M",4427
"3689",1973,10,"27","F",3754
"3690",1973,10,"27","M",3992
"3691",1973,10,"28","F",3593
"3692",1973,10,"28","M",3781
"3693",1973,10,"29","F",4077
"3694",1973,10,"29","M",4487
"3695",1973,10,"30","F",4219
"3696",1973,10,"30","M",4509
"3697",1973,10,"31","F",4161
"3698",1973,10,"31","M",4534
"3699",1973,10,"99","F",24
"3700",1973,10,"99","M",14
"3701",1973,11,"1","F",4297
"3702",1973,11,"1","M",4466
"3703",1973,11,"2","F",4195
"3704",1973,11,"2","M",4564
"3705",1973,11,"3","F",3736
"3706",1973,11,"3","M",4005
"3707",1973,11,"4","F",3535
"3708",1973,11,"4","M",3710
"3709",1973,11,"5","F",4143
"3710",1973,11,"5","M",4569
"3711",1973,11,"6","F",4197
"3712",1973,11,"6","M",4411
"3713",1973,11,"7","F",4186
"3714",1973,11,"7","M",4530
"3715",1973,11,"8","F",4249
"3716",1973,11,"8","M",4397
"3717",1973,11,"9","F",4365
"3718",1973,11,"9","M",4632
"3719",1973,11,"10","F",3778
"3720",1973,11,"10","M",4081
"3721",1973,11,"11","F",3580
"3722",1973,11,"11","M",3840
"3723",1973,11,"12","F",4314
"3724",1973,11,"12","M",4370
"3725",1973,11,"13","F",4364
"3726",1973,11,"13","M",4785
"3727",1973,11,"14","F",4393
"3728",1973,11,"14","M",4446
"3729",1973,11,"15","F",4259
"3730",1973,11,"15","M",4462
"3731",1973,11,"16","F",4453
"3732",1973,11,"16","M",4686
"3733",1973,11,"17","F",3856
"3734",1973,11,"17","M",4021
"3735",1973,11,"18","F",3679
"3736",1973,11,"18","M",3741
"3737",1973,11,"19","F",4353
"3738",1973,11,"19","M",4522
"3739",1973,11,"20","F",4430
"3740",1973,11,"20","M",4969
"3741",1973,11,"21","F",4140
"3742",1973,11,"21","M",4456
"3743",1973,11,"22","F",3452
"3744",1973,11,"22","M",3597
"3745",1973,11,"23","F",4055
"3746",1973,11,"23","M",4187
"3747",1973,11,"24","F",3740
"3748",1973,11,"24","M",4020
"3749",1973,11,"25","F",3621
"3750",1973,11,"25","M",3758
"3751",1973,11,"26","F",4426
"3752",1973,11,"26","M",4626
"3753",1973,11,"27","F",4497
"3754",1973,11,"27","M",4848
"3755",1973,11,"28","F",4178
"3756",1973,11,"28","M",4414
"3757",1973,11,"29","F",4124
"3758",1973,11,"29","M",4428
"3759",1973,11,"30","F",4186
"3760",1973,11,"30","M",4404
"3761",1973,11,"31","M",10
"3762",1973,11,"99","F",22
"3763",1973,11,"99","M",22
"3764",1973,12,"1","F",3704
"3765",1973,12,"1","M",3963
"3766",1973,12,"2","F",3570
"3767",1973,12,"2","M",3742
"3768",1973,12,"3","F",4264
"3769",1973,12,"3","M",4475
"3770",1973,12,"4","F",4395
"3771",1973,12,"4","M",4709
"3772",1973,12,"5","F",4254
"3773",1973,12,"5","M",4545
"3774",1973,12,"6","F",4245
"3775",1973,12,"6","M",4404
"3776",1973,12,"7","F",4189
"3777",1973,12,"7","M",4292
"3778",1973,12,"8","F",3720
"3779",1973,12,"8","M",3962
"3780",1973,12,"9","F",3749
"3781",1973,12,"9","M",3707
"3782",1973,12,"10","F",4305
"3783",1973,12,"10","M",4587
"3784",1973,12,"11","F",4359
"3785",1973,12,"11","M",4699
"3786",1973,12,"12","F",4310
"3787",1973,12,"12","M",4484
"3788",1973,12,"13","F",4248
"3789",1973,12,"13","M",4503
"3790",1973,12,"14","F",4552
"3791",1973,12,"14","M",4625
"3792",1973,12,"15","F",3809
"3793",1973,12,"15","M",4012
"3794",1973,12,"16","F",3754
"3795",1973,12,"16","M",3910
"3796",1973,12,"17","F",4610
"3797",1973,12,"17","M",4800
"3798",1973,12,"18","F",4536
"3799",1973,12,"18","M",5000
"3800",1973,12,"19","F",4658
"3801",1973,12,"19","M",4659
"3802",1973,12,"20","F",4428
"3803",1973,12,"20","M",4553
"3804",1973,12,"21","F",4316
"3805",1973,12,"21","M",4615
"3806",1973,12,"22","F",3758
"3807",1973,12,"22","M",3827
"3808",1973,12,"23","F",3393
"3809",1973,12,"23","M",3619
"3810",1973,12,"24","F",3595
"3811",1973,12,"24","M",3705
"3812",1973,12,"25","F",3493
"3813",1973,12,"25","M",3471
"3814",1973,12,"26","F",4023
"3815",1973,12,"26","M",4113
"3816",1973,12,"27","F",4648
"3817",1973,12,"27","M",4861
"3818",1973,12,"28","F",4768
"3819",1973,12,"28","M",5182
"3820",1973,12,"29","F",4166
"3821",1973,12,"29","M",4154
"3822",1973,12,"30","F",3546
"3823",1973,12,"30","M",3819
"3824",1973,12,"31","F",4399
"3825",1973,12,"31","M",4567
"3826",1973,12,"99","F",24
"3827",1973,12,"99","M",20
"3828",1974,1,"1","F",3311
"3829",1974,1,"1","M",3691
"3830",1974,1,"2","F",3798
"3831",1974,1,"2","M",4011
"3832",1974,1,"3","F",4013
"3833",1974,1,"3","M",4364
"3834",1974,1,"4","F",4283
"3835",1974,1,"4","M",4568
"3836",1974,1,"5","F",3809
"3837",1974,1,"5","M",4018
"3838",1974,1,"6","F",3478
"3839",1974,1,"6","M",3615
"3840",1974,1,"7","F",4195
"3841",1974,1,"7","M",4428
"3842",1974,1,"8","F",4484
"3843",1974,1,"8","M",4302
"3844",1974,1,"9","F",4068
"3845",1974,1,"9","M",4278
"3846",1974,1,"10","F",4343
"3847",1974,1,"10","M",4339
"3848",1974,1,"11","F",4410
"3849",1974,1,"11","M",4634
"3850",1974,1,"12","F",3750
"3851",1974,1,"12","M",4019
"3852",1974,1,"13","F",3592
"3853",1974,1,"13","M",3760
"3854",1974,1,"14","F",4266
"3855",1974,1,"14","M",4530
"3856",1974,1,"15","F",4223
"3857",1974,1,"15","M",4716
"3858",1974,1,"16","F",4146
"3859",1974,1,"16","M",4586
"3860",1974,1,"17","F",4276
"3861",1974,1,"17","M",4328
"3862",1974,1,"18","F",4489
"3863",1974,1,"18","M",4482
"3864",1974,1,"19","F",3828
"3865",1974,1,"19","M",3923
"3866",1974,1,"20","F",3592
"3867",1974,1,"20","M",3887
"3868",1974,1,"21","F",4424
"3869",1974,1,"21","M",4634
"3870",1974,1,"22","F",4254
"3871",1974,1,"22","M",4513
"3872",1974,1,"23","F",4184
"3873",1974,1,"23","M",4273
"3874",1974,1,"24","F",4193
"3875",1974,1,"24","M",4499
"3876",1974,1,"25","F",4323
"3877",1974,1,"25","M",4367
"3878",1974,1,"26","F",3800
"3879",1974,1,"26","M",3999
"3880",1974,1,"27","F",3657
"3881",1974,1,"27","M",3884
"3882",1974,1,"28","F",4063
"3883",1974,1,"28","M",4399
"3884",1974,1,"29","F",4349
"3885",1974,1,"29","M",4562
"3886",1974,1,"30","F",4072
"3887",1974,1,"30","M",4367
"3888",1974,1,"31","F",4214
"3889",1974,1,"31","M",4406
"3890",1974,1,"99","F",8
"3891",1974,1,"99","M",20
"3892",1974,2,"1","F",4295
"3893",1974,2,"1","M",4473
"3894",1974,2,"2","F",3830
"3895",1974,2,"2","M",4023
"3896",1974,2,"3","F",3559
"3897",1974,2,"3","M",3873
"3898",1974,2,"4","F",4321
"3899",1974,2,"4","M",4330
"3900",1974,2,"5","F",4337
"3901",1974,2,"5","M",4555
"3902",1974,2,"6","F",4342
"3903",1974,2,"6","M",4450
"3904",1974,2,"7","F",4237
"3905",1974,2,"7","M",4468
"3906",1974,2,"8","F",4332
"3907",1974,2,"8","M",4490
"3908",1974,2,"9","F",3691
"3909",1974,2,"9","M",4001
"3910",1974,2,"10","F",3450
"3911",1974,2,"10","M",3700
"3912",1974,2,"11","F",4345
"3913",1974,2,"11","M",4421
"3914",1974,2,"12","F",4382
"3915",1974,2,"12","M",4542
"3916",1974,2,"13","F",4302
"3917",1974,2,"13","M",4506
"3918",1974,2,"14","F",4215
"3919",1974,2,"14","M",4680
"3920",1974,2,"15","F",4421
"3921",1974,2,"15","M",4613
"3922",1974,2,"16","F",3906
"3923",1974,2,"16","M",4033
"3924",1974,2,"17","F",3637
"3925",1974,2,"17","M",3819
"3926",1974,2,"18","F",4147
"3927",1974,2,"18","M",4490
"3928",1974,2,"19","F",4318
"3929",1974,2,"19","M",4698
"3930",1974,2,"20","F",4417
"3931",1974,2,"20","M",4492
"3932",1974,2,"21","F",4262
"3933",1974,2,"21","M",4486
"3934",1974,2,"22","F",4426
"3935",1974,2,"22","M",4634
"3936",1974,2,"23","F",3986
"3937",1974,2,"23","M",4165
"3938",1974,2,"24","F",3730
"3939",1974,2,"24","M",3828
"3940",1974,2,"25","F",4083
"3941",1974,2,"25","M",4429
"3942",1974,2,"26","F",4365
"3943",1974,2,"26","M",4491
"3944",1974,2,"27","F",4354
"3945",1974,2,"27","M",4356
"3946",1974,2,"28","F",4161
"3947",1974,2,"28","M",4373
"3948",1974,2,"29","F",5
"3949",1974,2,"29","M",2
"3950",1974,2,"31","F",2
"3951",1974,2,"31","M",2
"3952",1974,2,"99","F",12
"3953",1974,2,"99","M",9
"3954",1974,3,"1","F",4327
"3955",1974,3,"1","M",4590
"3956",1974,3,"2","F",4014
"3957",1974,3,"2","M",4069
"3958",1974,3,"3","F",3752
"3959",1974,3,"3","M",3898
"3960",1974,3,"4","F",4372
"3961",1974,3,"4","M",4518
"3962",1974,3,"5","F",4381
"3963",1974,3,"5","M",4889
"3964",1974,3,"6","F",4248
"3965",1974,3,"6","M",4438
"3966",1974,3,"7","F",4241
"3967",1974,3,"7","M",4399
"3968",1974,3,"8","F",4344
"3969",1974,3,"8","M",4620
"3970",1974,3,"9","F",3795
"3971",1974,3,"9","M",4155
"3972",1974,3,"10","F",3636
"3973",1974,3,"10","M",3781
"3974",1974,3,"11","F",4219
"3975",1974,3,"11","M",4618
"3976",1974,3,"12","F",4357
"3977",1974,3,"12","M",4527
"3978",1974,3,"13","F",4107
"3979",1974,3,"13","M",4400
"3980",1974,3,"14","F",4172
"3981",1974,3,"14","M",4230
"3982",1974,3,"15","F",4297
"3983",1974,3,"15","M",4593
"3984",1974,3,"16","F",3843
"3985",1974,3,"16","M",3991
"3986",1974,3,"17","F",3518
"3987",1974,3,"17","M",3708
"3988",1974,3,"18","F",4120
"3989",1974,3,"18","M",4574
"3990",1974,3,"19","F",4335
"3991",1974,3,"19","M",4643
"3992",1974,3,"20","F",4034
"3993",1974,3,"20","M",4421
"3994",1974,3,"21","F",3920
"3995",1974,3,"21","M",4480
"3996",1974,3,"22","F",4194
"3997",1974,3,"22","M",4474
"3998",1974,3,"23","F",3820
"3999",1974,3,"23","M",3953
"4000",1974,3,"24","F",3484
"4001",1974,3,"24","M",3550
"4002",1974,3,"25","F",4172
"4003",1974,3,"25","M",4398
"4004",1974,3,"26","F",4283
"4005",1974,3,"26","M",4473
"4006",1974,3,"27","F",4061
"4007",1974,3,"27","M",4454
"4008",1974,3,"28","F",4139
"4009",1974,3,"28","M",4322
"4010",1974,3,"29","F",4245
"4011",1974,3,"29","M",4394
"4012",1974,3,"30","F",3624
"4013",1974,3,"30","M",3902
"4014",1974,3,"31","F",3538
"4015",1974,3,"31","M",3767
"4016",1974,3,"99","F",6
"4017",1974,3,"99","M",16
"4018",1974,4,"1","F",4233
"4019",1974,4,"1","M",4317
"4020",1974,4,"2","F",4489
"4021",1974,4,"2","M",4659
"4022",1974,4,"3","F",4210
